movie_name,release_year,director,age_difference,actor_1_name,actor_1_gender,actor_1_birthdate,actor_1_age,actor_2_name,actor_2_gender,actor_2_birthdate,actor_2_age,same_sex
It's Complicated,2009,Nancy Meyers,-9,Alec Baldwin,man,1958-04-03,51,Meryl Streep,woman,1949-06-22,60,FALSE
Just Like Heaven,2005,Mark Waters,9,Mark Ruffalo,man,1967-11-22,38,Reese Witherspoon,woman,1976-03-21,29,FALSE
Love Stinks,1999,Jeff Franklin,9,French Stewart,man,1964-02-20,35,Bridgette Wilson,woman,1973-09-25,26,FALSE
Man of Steel,2013,Zack Snyder,-9,Henry Cavill,man,1983-05-05,30,Amy Adams,woman,1974-08-20,39,FALSE
Mona Lisa Smile,2003,Mike Newell,9,Jordan Bridges,man,1973-11-13,30,Kirsten Dunst,woman,1982-04-30,21,FALSE
My Best Friend's Wedding,1997,P.J. Hogan,9,Dermot Mulroney,man,1963-10-31,34,Cameron Diaz,woman,1972-08-30,25,FALSE
Pusher,1996,Nicolas Winding Refn,9,Kim Bodnia,man,1965-04-12,31,Laura Drasbæk,woman,1974-12-22,22,FALSE
Pushing Tin,1999,Mike Newell,9,John Cusack,man,1966-06-28,33,Angelina Jolie,woman,1975-06-04,24,FALSE
RED,2010,Robert Schwentke,9,Bruce Willis,man,1955-03-19,55,Mary-Louise Parker,woman,1964-08-02,46,FALSE
Raiders of the Lost Ark,1981,Steven Spielberg,9,Harrison Ford,man,1942-07-13,39,Karen Allen,woman,1951-10-05,30,FALSE
Seven,1995,David Fincher,9,Brad Pitt,man,1963-12-18,32,Gwyneth Paltrow,woman,1972-09-27,23,FALSE
Something's Gotta Give,2003,Nancy Meyers,9,Jack Nicholson,man,1937-04-22,66,Diane Keaton,woman,1946-01-05,57,FALSE
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,9,John C. Reilly,man,1965-05-24,41,Leslie Bibb,woman,1974-11-17,32,FALSE
The Count of Monte Cristo,2002,Kevin Reynolds,9,Guy Pearce,man,1967-10-05,35,Dagmara Dominczyk,woman,1976-07-17,26,FALSE
The Fabulous Baker Boys,1989,Steve Kloves,9,Jeff Bridges,man,1949-12-04,40,Michelle Pfeiffer,woman,1958-04-29,31,FALSE
The Girl on the Train,2016,Tate Taylor,9,Luke Evans,man,1979-04-15,37,Haley Bennett,woman,1988-01-07,28,FALSE
The Great Gatsby,1974,Jack Clayton,9,Robert Redford,man,1936-08-18,38,Mia Farrow,woman,1945-02-09,29,FALSE
The Greatest Showman,2017,Michael Gracey,9,Zac Efron,man,1987-10-18,30,Zendaya,woman,1996-09-01,21,FALSE
The Happening,2008,M. Night Shyamalan,9,Mark Wahlberg,man,1971-06-05,37,Zooey Deschanel,woman,1980-01-17,28,FALSE
The Mask of Zorro,1998,Martin Campbell,9,Antonio Banderas,man,1960-08-10,38,Catherine Zeta-Jones,woman,1969-09-25,29,FALSE
The Other Woman,2014,Nick Cassavetes,-9,Taylor Kinney,man,1981-07-15,33,Cameron Diaz,woman,1972-08-30,42,FALSE
The Wedding Singer,1998,Frank Coraci,9,Adam Sandler,man,1966-09-09,32,Drew Barrymore,woman,1975-02-22,23,FALSE
Tomorrow Never Dies,1997,Roger Spottiswoode,9,Pierce Brosnan,man,1953-05-16,44,Michelle Yeoh,woman,1962-08-06,35,FALSE
Walk Hard,2007,Jake Kasdan,9,John C. Reilly,man,1965-05-24,42,Jenna Fischer,woman,1974-03-07,33,FALSE
Wild Things,1998,John McNaughton,9,Matt Dillon,man,1964-02-18,34,Neve Campbell,woman,1973-10-03,25,FALSE
X-Men,2000,Bryan Singer,-9,James Marsden,man,1973-09-18,27,Famke Janssen,woman,1964-11-05,36,FALSE
X-Men Origins: Wolverine,2009,Gavin Hood,9,Hugh Jackman,man,1968-10-12,41,Lynn Collins,woman,1977-05-16,32,FALSE
A Very Long Engagement,2004,Jean-Pierre Jeunet,-8,Gaspard Ulliel,man,1984-11-25,20,Audrey Tautou,woman,1976-08-09,28,FALSE
Alex & Emma,2003,Rob Reiner,8,Luke Wilson,man,1971-09-21,32,Kate Hudson,woman,1979-04-19,24,FALSE
American Hustle,2013,David O. Russell,8,Jack Huston,man,1982-12-07,31,Jennifer Lawrence,woman,1990-08-15,23,FALSE
Batman Forever,1995,Joel Schumacher,8,Val Kilmer,man,1959-12-31,36,Nicole Kidman,woman,1967-06-20,28,FALSE
Chloe,2009,Atom Egoyan,8,Liam Neeson,man,1952-06-07,57,Julianne Moore,woman,1960-12-03,49,FALSE
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",8,Ryan Gosling,man,1980-11-12,31,Emma Stone,woman,1988-11-06,23,FALSE
Daddy's Home,2015,Sean Anders,8,Will Ferrell,man,1967-07-16,48,Linda Cardellini,woman,1975-06-25,40,FALSE
Dan in Real Life,2007,Peter Hedges,-8,Dane Cook,man,1972-03-18,35,Juliette Binoche,woman,1964-03-09,43,FALSE
Deepwater Horizon,2016,Peter Berg,8,Mark Wahlberg,man,1971-06-05,45,Kate Hudson,woman,1979-04-19,37,FALSE
Dirty Dancing,1987,Emile Ardolino,8,Patrick Swayze,man,1952-08-18,35,Jennifer Grey,woman,1960-03-26,27,FALSE
Edward Scissorhands,1990,Tim Burton,8,Johnny Depp,man,1963-06-09,27,Winona Ryder,woman,1971-10-29,19,FALSE
Enchanted,2007,Kevin Lima,8,Patrick Dempsey,man,1966-01-13,41,Amy Adams,woman,1974-08-20,33,FALSE
Fantastic Beasts and Where to Find Them,2016,David Yates,8,Dan Fogler,man,1976-10-20,40,Alison Sudol,woman,1984-12-23,32,FALSE
Girl with a Pearl Earring,2003,Peter Webber,8,Cillian Murphy,man,1976-05-25,27,Scarlett Johansson,woman,1984-11-22,19,FALSE
Groundhog Day,1993,Harold Ramis,8,Bill Murray,man,1950-09-21,43,Andie MacDowell,woman,1958-04-21,35,FALSE
"I, Tonya",2017,Craig Gillespie,8,Sebastian Stan,man,1982-08-13,35,Margot Robbie,woman,1990-07-02,27,FALSE
Leatherheads,2008,George Clooney,8,George Clooney,man,1961-05-06,47,Renee Zellweger,woman,1969-04-25,39,FALSE
Love Actually,2003,Richard Curtis,8,Chiwetel Ejiofor,man,1977-07-10,26,Keira Knightley,woman,1985-03-26,18,FALSE
Love Stinks,1999,Jeff Franklin,8,Bill Bellamy,man,1965-04-07,34,Tyra Banks,woman,1973-12-04,26,FALSE
Magic Mike,2012,Steven Soderbergh,8,Channing Tatum,man,1980-04-26,32,Cody Horn,woman,1988-06-12,24,FALSE
Manhattan,1979,Woody Allen,8,Michael Murphy,man,1938-05-05,41,Diane Keaton,woman,1946-01-05,33,FALSE
Meet Joe Black,1998,Martin Brest,8,Brad Pitt,man,1963-12-18,35,Claire Forlani,woman,1971-12-17,27,FALSE
Mo' Better Blues,1990,Spike Lee,8,Denzel Washington,man,1954-12-28,36,Joie Lee,woman,1962-06-22,28,FALSE
National Lampoon's Vacation,1983,Harold Ramis,8,Chevy Chase,man,1943-10-08,40,Beverly D'Angelo,woman,1951-11-15,32,FALSE
Out of Sight,1998,Steven Soderbergh,8,George Clooney,man,1961-05-06,37,Jennifer Lopez,woman,1969-07-24,29,FALSE
P.S. I Love You,2007,Richard LaGravenese,8,Jeffrey Dean Morgan,man,1966-04-22,41,Hilary Swank,woman,1974-07-30,33,FALSE
Pirates of the Caribbean,2003,Gore Verbinski,8,Orlando Bloom,man,1977-01-13,26,Keira Knightley,woman,1985-03-26,18,FALSE
Prime,2005,Ben Younger,-8,Bryan Greenberg,man,1978-05-24,27,Uma Thurman,woman,1970-04-29,35,FALSE
Proof of Life,2000,Taylor Hackford,8,David Morse,man,1953-10-11,47,Meg Ryan,woman,1961-11-19,39,FALSE
Red Planet,2000,Antony Hoffman,8,Val Kilmer,man,1959-12-31,41,Carrie-Anne Moss,woman,1967-08-21,33,FALSE
Snow Dogs,2002,Brian Levant,8,Cuba Gooding Jr.,man,1968-01-02,34,Joanna Bacalso,woman,1976-08-10,26,FALSE
Solaris,2002,Steven Soderbergh,8,George Clooney,man,1961-05-06,41,Natascha McElhone,woman,1969-12-14,33,FALSE
That Thing You Do!,1996,Tom Hanks,8,Johnathon Schaech,man,1969-09-10,27,Liv Tyler,woman,1977-07-01,19,FALSE
The Bodyguard,1992,Mick Jackson,8,Kevin Costner,man,1955-01-18,37,Whitney Houston,woman,1963-08-09,29,FALSE
The Constant Gardener,2005,Fernando Meirelles,8,Ralph Fiennes,man,1962-12-22,43,Rachel Weisz,woman,1970-03-07,35,FALSE
The Count of Monte Cristo,2002,Kevin Reynolds,8,Jim Caviezel,man,1968-09-26,34,Dagmara Dominczyk,woman,1976-07-17,26,FALSE
The Dark Knight Rises,2012,Christopher Nolan,8,Christian Bale,man,1974-01-30,38,Anne Hathaway,woman,1982-11-12,30,FALSE
The Incredible Hulk,2008,Louis Leterrier,8,Edward Norton,man,1969-08-18,39,Liv Tyler,woman,1977-07-01,31,FALSE
The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson",8,Rob Lowe,man,1964-03-17,45,Jennifer Garner,woman,1972-04-17,37,FALSE
The Judge,2014,David Dobkin,8,Robert Downey Jr.,man,1965-04-04,49,Vera Farmiga,woman,1973-08-06,41,FALSE
The Prestige,2006,Christopher Nolan,8,Christian Bale,man,1974-01-30,32,Rebecca Hall,woman,1982-05-03,24,FALSE
The Secret Life of Walter Mitty,2013,Ben Stiller,8,Ben Stiller,man,1965-11-30,48,Kristen Wiig,woman,1973-08-22,40,FALSE
The Water Boy,1998,Frank Coraci,8,Adam Sandler,man,1966-09-09,32,Fairuza Balk,woman,1974-05-21,24,FALSE
The World Is Not Enough,1999,Michael Apted,8,Pierce Brosnan,man,1953-05-16,46,Serena Scott Thomas,woman,1961-09-21,38,FALSE
Third Person,2013,Paul Haggis,8,Adrien Brody,man,1973-04-14,40,Moran Atias,woman,1981-04-09,32,FALSE
Tommy Boy,1995,Peter Segal,-8,Rob Lowe,man,1964-03-17,31,Bo Derek,woman,1956-11-20,39,FALSE
You Only Live Twice,1967,Lewis Gilbert,8,Sean Connery,man,1930-08-25,37,Karin Dor,woman,1938-02-22,29,FALSE
A Walk on the Moon,1999,Tony Goldwyn,7,Viggo Mortensen,man,1958-10-20,41,Diane Lane,woman,1965-01-21,34,FALSE
Austin Powers: The Spy Who Shagged Me,1999,Jay Roach,7,Mike Myers,man,1963-04-25,36,Heather Graham,woman,1970-01-29,29,FALSE
Away We Go,2009,Sam Mendes,-7,John Krasinski,man,1979-10-20,30,Maya Rudolph,woman,1972-07-27,37,FALSE
Barbershop,2002,Tim Story,7,Ice Cube,man,1969-06-15,33,Jazsmin Lewis,woman,1976-03-22,26,FALSE
Billy Madison,1995,Tamra Davis,7,Adam Sandler,man,1966-09-09,29,Bridgette Wilson,woman,1973-09-25,22,FALSE
Black Panther,2018,Ryan Coogler,7,Chadwick Boseman,man,1976-11-29,42,Lupita Nyong'o,woman,1983-03-01,35,FALSE
Bruce Almighty,2003,Tom Shadyac,7,Jim Carrey,man,1962-01-17,41,Jennifer Aniston,woman,1969-02-11,34,FALSE
Café Society,2016,Woody Allen,7,Jesse Eisenberg,man,1983-10-05,33,Kristen Stewart,woman,1990-04-09,26,FALSE
Cast Away,2000,Robert Zemeckis,7,Tom Hanks,man,1956-07-09,44,Helen Hunt,woman,1963-06-15,37,FALSE
Cat on a Hot Tin Roof,1958,Richard Brooks,7,Paul Newman,man,1925-01-26,33,Elizabeth Taylor,woman,1932-02-27,26,FALSE
Click,2006,Frank Coraci,7,Adam Sandler,man,1966-09-09,40,Kate Beckinsale,woman,1973-07-26,33,FALSE
Clueless,1995,Amy Heckerling,7,Paul Rudd,man,1969-04-06,26,Alicia Silverstone,woman,1976-10-04,19,FALSE
Clueless,1995,Amy Heckerling,-7,Donald Faison,man,1974-06-22,21,Stacey Dash,woman,1967-01-20,28,FALSE
Con Air,1997,Simon West,7,Nicolas Cage,man,1964-01-07,33,Monica Potter,woman,1971-06-30,26,FALSE
"Crouching Tiger, Hidden Dragon",2000,Ang Lee,7,Chow Yun-fat,man,1955-05-18,45,Michelle Yeoh,woman,1962-08-06,38,FALSE
Delicatessen,1991,Jean-Pierre Jeunet,7,Dominique Pinon,man,1955-03-04,36,Marie-Laure Dougnac,woman,1962-02-01,29,FALSE
Die Hard,1988,John McTiernan,-7,Bruce Willis,man,1955-03-19,33,Bonnie Bedelia,woman,1948-03-25,40,FALSE
Divergent,2014,Neil Burger,7,Theo James,man,1984-12-16,30,Shailene Woodley,woman,1991-11-15,23,FALSE
Fifty Shades Darker,2017,James Foley,7,Jamie Dornan,man,1982-05-01,35,Dakota Johnson,woman,1989-10-04,28,FALSE
Fifty Shades of Grey,2015,Sam Taylor-Johnson,7,Jamie Dornan,man,1982-05-01,33,Dakota Johnson,woman,1989-10-04,26,FALSE
For Love of the Game,1999,Sam Raimi,7,Kevin Costner,man,1955-01-18,44,Kelly Preston,woman,1962-10-13,37,FALSE
Forget Paris,1995,Billy Crystal,7,Billy Crystal,man,1948-03-14,47,Debra Winger,woman,1955-05-16,40,FALSE
Goldfinger,1964,Guy Hamilton,7,Sean Connery,man,1930-08-25,34,Shirley Eaton,woman,1937-01-12,27,FALSE
Gone Girl,2014,David Fincher,7,Ben Affleck,man,1972-08-15,42,Rosamund Pike,woman,1979-01-27,35,FALSE
Home Again,2017,Hallie Meyers-Shyer,7,Michael Sheen,man,1969-02-05,48,Reese Witherspoon,woman,1976-03-21,41,FALSE
Honey,2003,Bille Woodruff,7,Mekhi Phifer,man,1974-12-29,29,Jessica Alba,woman,1981-04-28,22,FALSE
"I Love You, Man",2009,John Hamburg,7,Paul Rudd,man,1969-04-06,40,Rashida Jones,woman,1976-02-25,33,FALSE
Il Bidone,1954,Federico Fellini,7,Richard Basehart,man,1914-08-31,40,Giulietta Masina,woman,1921-02-22,33,FALSE
Iron Man,2008,Jon Favreau,7,Robert Downey Jr.,man,1965-04-04,43,Gwyneth Paltrow,woman,1972-09-27,36,FALSE
Jerry Maguire,2006,Cameron Crowe,7,Tom Cruise,man,1962-07-03,44,Renee Zellweger,woman,1969-04-25,37,FALSE
Kate & Leopold,2001,James Mangold,-7,Hugh Jackman,man,1968-10-12,33,Meg Ryan,woman,1961-11-19,40,FALSE
Keeping Up with the Joneses,2016,Greg Mottola,7,Zach Galifianakis,man,1969-10-01,47,Isla Fisher,woman,1976-02-03,40,FALSE
Laws of Attraction,2004,Peter Howitt,7,Pierce Brosnan,man,1953-05-16,51,Julianne Moore,woman,1960-12-03,44,FALSE
Lord of War,2005,Andrew Niccol,7,Nicolas Cage,man,1964-01-07,41,Bridget Moynahan,woman,1971-04-28,34,FALSE
Love Actually,2003,Richard Curtis,7,Martin Freeman,man,1971-09-08,32,Joanna Page,woman,1978-03-23,25,FALSE
Lucky You,2007,Curtis Hanson,7,Eric Bana,man,1968-08-09,39,Drew Barrymore,woman,1975-02-22,32,FALSE
Maid in Manhattan,2002,Wayne Wang,7,Ralph Fiennes,man,1962-12-22,40,Jennifer Lopez,woman,1969-07-24,33,FALSE
Mamma Mia!,2008,Phyllida Lloyd,7,Dominic Cooper,man,1978-06-02,30,Amanda Seyfried,woman,1985-12-03,23,FALSE
"Me, Myself & Irene",2000,"Bobby Farrelly, Peter Farrelly",7,Jim Carrey,man,1962-01-17,38,Renee Zellweger,woman,1969-04-25,31,FALSE
Mrs. Doubtfire,1993,Chris Columbus,-7,Pierce Brosnan,man,1953-05-16,40,Sally Field,woman,1946-11-06,47,FALSE
Never Been Kissed,1999,Raja Gosnell,7,Michael Vartan,man,1968-11-27,31,Drew Barrymore,woman,1975-02-22,24,FALSE
Notting Hill,1999,Roger Michell,7,Hugh Grant,man,1960-09-09,39,Julia Roberts,woman,1967-10-28,32,FALSE
Old School,2003,Todd Phillips,7,Craig Kilborn,man,1962-08-24,41,Ellen Pompeo,woman,1969-11-10,34,FALSE
Remember the Titans,2000,Boaz Yakin,7,Ryan Hurst,man,1976-06-19,24,Kate Bosworth,woman,1983-01-02,17,FALSE
Road House,1989,Rowdy Herrington,7,Patrick Swayze,man,1952-08-18,37,Kelly Lynch,woman,1959-01-31,30,FALSE
Serendipity,2001,Peter Chelsom,7,John Cusack,man,1966-06-28,35,Kate Beckinsale,woman,1973-07-26,28,FALSE
Spider-Man,2002,Sam Raimi,7,Tobey Maguire,man,1975-06-27,27,Kirsten Dunst,woman,1982-04-30,20,FALSE
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,7,Will Ferrell,man,1967-07-16,39,Leslie Bibb,woman,1974-11-17,32,FALSE
That Thing You Do!,1996,Tom Hanks,7,Tom Everett Scott,man,1970-09-07,26,Liv Tyler,woman,1977-07-01,19,FALSE
The Book of Love,2017,Bill Purple,7,Jason Sudeikis,man,1975-09-18,42,Jessica Biel,woman,1982-03-03,35,FALSE
The Duchess,2008,Saul Dibb,7,Dominic Cooper,man,1978-06-02,30,Keira Knightley,woman,1985-03-26,23,FALSE
The Fast and the Furious,2001,Rob Cohen,7,Paul Walker,man,1973-09-12,28,Jordana Brewster,woman,1980-04-26,21,FALSE
